Event	ID	Name			Wwise Object Path	Notes
	113452689	Play_Sfx_Player_Cast_Button_06			\Default Work Unit\Sfx_Generic\Play_Sfx_Player_Cast_Button_06	
	113452690	Play_Sfx_Player_Cast_Button_05			\Default Work Unit\Sfx_Generic\Play_Sfx_Player_Cast_Button_05	
	113452691	Play_Sfx_Player_Cast_Button_04			\Default Work Unit\Sfx_Generic\Play_Sfx_Player_Cast_Button_04	
	113452692	Play_Sfx_Player_Cast_Button_03			\Default Work Unit\Sfx_Generic\Play_Sfx_Player_Cast_Button_03	
	113452693	Play_Sfx_Player_Cast_Button_02			\Default Work Unit\Sfx_Generic\Play_Sfx_Player_Cast_Button_02	
	113452694	Play_Sfx_Player_Cast_Button_01			\Default Work Unit\Sfx_Generic\Play_Sfx_Player_Cast_Button_01	
	317117249	Play_Sfx_Player_Range_Light_Shot			\Default Work Unit\Sfx_Range\Play_Sfx_Player_Range_Light_Shot	
	679765885	Play_Sfx_Player_Range_Thunder_Ready_Loop			\Default Work Unit\Sfx_Range\Play_Sfx_Player_Range_Thunder_Ready_Loop	
	1306791755	Play_Bgm_Dummy_Stage01			\Default Work Unit\Bgm\Play_Bgm_Dummy_Stage01	
	1703588885	Play_Sfx_Player_Spell_Meteor			\Default Work Unit\Sfx_Spell\Play_Sfx_Player_Spell_Meteor	
	1802017886	Play_Sfx_Player_Range_Fire_Ready			\Default Work Unit\Sfx_Range\Play_Sfx_Player_Range_Fire_Ready	
	1990083467	Play_Bgm_Dummy_MainTitle			\Default Work Unit\Bgm\Play_Bgm_Dummy_MainTitle	
	3010407773	Play_Sfx_Player_Spell_Spike			\Default Work Unit\Sfx_Spell\Play_Sfx_Player_Spell_Spike	
	3098527288	Play_Sfx_Player_Range_Stone_Shot			\Default Work Unit\Sfx_Range\Play_Sfx_Player_Range_Stone_Shot	
	3186217726	Play_Sfx_Player_Range_Light_Ready			\Default Work Unit\Sfx_Range\Play_Sfx_Player_Range_Light_Ready	
	3327860805	Play_Sfx_Player_Range_Stone_Ready			\Default Work Unit\Sfx_Range\Play_Sfx_Player_Range_Stone_Ready	
	3382960767	Play_Sfx_Player_Range_Thunder_Shot			\Default Work Unit\Sfx_Range\Play_Sfx_Player_Range_Thunder_Shot	
	3384474145	Play_Sfx_Player_Range_Fire_Shot			\Default Work Unit\Sfx_Range\Play_Sfx_Player_Range_Fire_Shot	
	3669469019	Play_Sfx_Player_Range_Fire_Loop			\Default Work Unit\Sfx_Range\Play_Sfx_Player_Range_Fire_Loop	
	3694778788	Play_Sfx_Player_Range_Thunder_Ready			\Default Work Unit\Sfx_Range\Play_Sfx_Player_Range_Thunder_Ready	
	3736043187	Play_Sfx_Player_Spell_Heal			\Default Work Unit\Sfx_Spell\Play_Sfx_Player_Spell_Heal	
	4189576160	Play_Sfx_Player_Range_Fire_End			\Default Work Unit\Sfx_Range\Play_Sfx_Player_Range_Fire_End	
	4230574424	Play_Sfx_Player_Cast_Start			\Default Work Unit\Sfx_Generic\Play_Sfx_Player_Cast_Start	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	195260871	Sfx_Player_Range_Thunder_Ready	C:\Users\tlswl\Desktop\ManaReloaded\ManaReloaded_WwiseProject\.cache\5A\{5A21027D-8D9E-1A66-038F-845B4972E0D1}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\Sfx_Range\Sfx_Player_Range_Thunder_Ready		264740
	199008611	Sfx_Player_Spell_Heal	C:\Users\tlswl\Desktop\ManaReloaded\ManaReloaded_WwiseProject\.cache\7A\{7A60381D-EB7C-6EA7-CE29-FED4222D0094}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\Sfx_Spell\Sfx_Player_Spell_Heal		1253276
	285390691	Sfx_Player_Cast_Button_06	C:\Users\tlswl\Desktop\ManaReloaded\ManaReloaded_WwiseProject\.cache\1C\{1C6B7645-7CC0-EB23-AC91-BA25E84D7D94}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\Sfx_Generic\Sfx_Player_Cast_Button_06		72680
	321400083	Sfx_Player_Range_Thunder_Ready_Loop	C:\Users\tlswl\Desktop\ManaReloaded\ManaReloaded_WwiseProject\.cache\D2\{D29FE20B-88BC-004C-F716-1903E7ADAD43}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\Sfx_Range\Sfx_Player_Range_Thunder_Ready_Loop		326208
	388576457	Sfx_Player_Range_Stone_Ready	C:\Users\tlswl\Desktop\ManaReloaded\ManaReloaded_WwiseProject\.cache\23\{23DA2F89-24BC-FD3F-FBBA-9A35CD1C82F7}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\Sfx_Range\Sfx_Player_Range_Stone_Ready		342452
	460832648	Bgm_Dummy_Stage01	C:\Users\tlswl\Desktop\ManaReloaded\ManaReloaded_WwiseProject\.cache\D0\{D0BBA4C8-D592-991C-ED86-5F4FF7230E25}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\Bgm\Bgm_Dummy_Stage01		28082784
	465528905	Sfx_Player_Range_Fire_Loop	C:\Users\tlswl\Desktop\ManaReloaded\ManaReloaded_WwiseProject\.cache\E7\{E72C7E02-20F2-F55A-5916-5CAD56200058}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\Sfx_Range\Sfx_Player_Range_Fire_Loop		195344
	535745719	Sfx_Player_Cast_Button_02	C:\Users\tlswl\Desktop\ManaReloaded\ManaReloaded_WwiseProject\.cache\9D\{9DA0A49B-CDA2-01C1-D38B-2EDA41C56281}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\Sfx_Generic\Sfx_Player_Cast_Button_02		81852
	554049364	Sfx_Player_Range_Stone_Shot	C:\Users\tlswl\Desktop\ManaReloaded\ManaReloaded_WwiseProject\.cache\7A\{7A9826D4-1858-BD2C-A58B-017DB8C8FC27}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\Sfx_Range\Sfx_Player_Range_Stone_Shot		313484
	555933638	Sfx_Player_Range_Light_Ready	C:\Users\tlswl\Desktop\ManaReloaded\ManaReloaded_WwiseProject\.cache\FA\{FA3A5DAA-75FE-8AEA-F736-1B13DEF965CE}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\Sfx_Range\Sfx_Player_Range_Light_Ready		343452
